clip_id,event_id,wav_path,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,travel_direction,microphone,channel,split
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3321240_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3321240_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3321240_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3321240,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3329602_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3329602_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3329602_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3329602,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33338112_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33338112,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33338112_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,33338112,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3335362_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3335362_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3335362_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3335362,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_333954_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_333954_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_333954_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,333954,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33434112_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33434112,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33434112_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,33434112,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33530112_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33530112,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33530112_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,33530112,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3362029_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3362029_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3362029_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3362029,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33626112_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33626112,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_33626112_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,33626112,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3366445_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3366445_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3366445_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3366445,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3369474_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3369474_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3369474_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3369474,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3373421_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3373421_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3373421_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3373421,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3379330_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3379330_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3379330_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3379330,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3381122_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3381122_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3381122_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3381122,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3383149_A_D_TL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3383149_A_D_TL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3383149_A_D_TL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3383149,A,D,T,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3387714_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3387714_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3387714_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3387714,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3393536_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3393536,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3393536_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,3393536,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3394861_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3394861_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3394861_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3394861,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3413357_A_D_TR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3413357_A_D_TR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3413357_A_D_TR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3413357,A,D,T,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3426712_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3426712_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3426712_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3426712,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3431000_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3431000_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3431000_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3431000,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3451352_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3451352_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3451352_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3451352,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_345173_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_345173_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_345173_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,345173,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34593024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34593024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34593024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,34593024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3459522_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3459522_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3459522_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3459522,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34689024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34689024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34689024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,34689024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3470658_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3470658_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3470658_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3470658,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3474050_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3474050_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3474050_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3474050,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3475800_A_D_TL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3475800_A_D_TL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3475800_A_D_TL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3475800,A,D,T,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3478040_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3478040_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3478040_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3478040,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34785024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34785024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34785024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,34785024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3484888_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3484888_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3484888_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3484888,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34881024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34881024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34881024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,34881024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_349037_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_349037_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_349037_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,349037,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34977024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34977024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_34977024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,34977024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3498973_A_D_TR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3498973_A_D_TR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3498973_A_D_TR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3498973,A,D,T,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3501506_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3501506_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3501506_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3501506,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3503746_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3503746_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3503746_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3503746,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3505640_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3505640_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3505640_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3505640,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35073024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35073024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35073024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,35073024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3509906_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3509906_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3509906_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3509906,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35169024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35169024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35169024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,35169024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3523693_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3523693_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3523693_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3523693,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35265024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35265024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35265024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,35265024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3528440_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3528440_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3528440_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3528440,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35361024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35361024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35361024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,35361024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3536973_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3536973_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3536973_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3536973,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35457024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35457024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35457024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,35457024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3547064_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3547064_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3547064_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3547064,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3549176_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3549176_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3549176_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3549176,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3550952_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3550952_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3550952_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3550952,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3553400_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3553400_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3553400_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3553400,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3554648_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3554648_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3554648_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3554648,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35553024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35553024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35553024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,35553024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3560312_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3560312_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3560312_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3560312,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35649024_SE_CH34-BG,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35649024,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_35649024_SE_CH34-BG.wav,True,2019-11-19-15-25,Langewiesener-Strasse,50,35649024,None,None,none,none,none,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3566360_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3566360_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3566360_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3566360,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3569240_A_D_CR_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3569240_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3569240_A_D_CR_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3569240,A,D,C,R,R2L,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3570680_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3570680_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3570680_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3570680,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_357624_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_357624_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_357624_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,357624,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3580184_A_D_CL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3580184_A_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3580184_A_D_CL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3580184,A,D,C,L,L2R,SE,CH34,unknown
2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3589736_A_D_BL_SE_CH34,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3589736_A_D_BL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-19-15-25_Langewiesener-Strasse_50Kmh_3589736_A_D_BL_SE_CH34.wav,False,2019-11-19-15-25,Langewiesener-Strasse,50,3589736,A,D,B,L,L2R,SE,CH34,unknown
